State,District,City,Latitude,Longitude,Population,Year,Murder,Attempt_to_Murder,Kidnapping_Abduction,Rape,Assault,Riots,Theft,Burglary,Robbery,Dacoity,Auto_Theft,Cheating_Fraud,Cyber_Crime,Dowry_Deaths,Domestic_Violence,Drug_Offences,Arms_Act_Offences,Total_Estimated_Crimes
Andhra Pradesh,Chittoor,Damalcheruvu,13.4833,79.05,15000.0,2020,0,0,0,0,1,0,18,4,1,0,5,3,4,0,3,0,1,43
Andhra Pradesh,Nalgonda,Damarcherla,16.7269,79.6369,12710.0,2020,0,0,0,0,1,0,14,4,0,0,3,2,2,0,1,0,0,31
Andhra Pradesh,Mahbubnagar,Damargidda,16.8189,77.5031,9197.0,2020,0,0,0,0,0,0,13,4,1,0,3,0,1,0,0,0,0,23
Andhra Pradesh,Khammam,Dammapeta,17.2667,81.0167,11629.0,2020,0,0,0,0,0,0,13,4,2,0,3,1,1,0,1,1,1,33
Andhra Pradesh,West Godavari,Dammennu,16.8255,81.7079,13000.0,2020,0,0,0,0,0,0,17,3,1,0,2,1,2,0,1,0,0,31
Andhra Pradesh,Rangareddi,Dandu Mailaram,17.2333,78.7667,16000.0,2020,0,0,1,1,2,0,20,5,1,0,4,3,3,0,2,1,0,43
Andhra Pradesh,Prakasam,Darsi,15.7667,79.6833,33418.0,2020,0,0,2,0,5,1,40,11,5,1,13,8,6,0,6,3,1,115
Andhra Pradesh,Adilabad,Dasnapur,19.4482,78.6129,22216.0,2020,0,0,0,1,3,1,21,6,3,0,7,5,3,0,4,1,1,59
Andhra Pradesh,Guntur,Davuluru,16.2625,80.7436,9092.0,2020,0,0,0,0,1,0,9,3,1,0,2,1,1,0,1,0,0,20
Andhra Pradesh,Krishna,Denduluru,16.4527,81.0951,11846.0,2020,0,0,0,0,1,0,10,3,1,0,3,2,2,0,2,1,0,26
Andhra Pradesh,Kurnool,Devanakonda,15.5333,77.55,10493.0,2020,0,0,0,0,1,0,12,4,0,0,4,2,1,0,1,0,0,29
Andhra Pradesh,Adilabad,Devapur,19.0443,79.3499,12549.0,2020,0,0,0,0,1,0,14,5,1,0,4,2,2,0,1,1,0,36
Andhra Pradesh,West Godavari,Devarapalle,17.03,81.37,14796.0,2020,0,0,0,0,1,0,18,6,1,0,5,2,2,0,2,1,0,41
Andhra Pradesh,Nalgonda,Devarkonda,16.7,78.9333,29731.0,2020,0,0,1,0,4,1,28,9,4,0,7,7,6,0,6,3,1,77
Andhra Pradesh,Mahbubnagar,Dhanwada,16.65,77.6667,9743.0,2020,0,0,0,0,1,0,10,2,0,0,3,1,0,0,1,0,0,27
Andhra Pradesh,Krishna,Dharmajigudem,16.54,81.0,8564.0,2020,0,0,0,0,1,0,8,2,1,0,2,1,0,0,0,0,0,16
Andhra Pradesh,Karimnagar,Dharmapuri,18.9475,79.094,17243.0,2020,0,0,0,0,1,0,23,7,2,0,3,5,3,0,1,1,1,53
Andhra Pradesh,Karimnagar,Dharmaram,18.3038,79.4892,13239.0,2020,0,0,0,0,1,0,20,4,2,0,3,3,2,0,2,0,1,44
Andhra Pradesh,Warangal,Dharmasagaram,17.9933,79.4428,69043.0,2020,1,0,3,3,9,0,104,21,13,1,21,15,14,0,14,5,4,225
Andhra Pradesh,Anantapur,Dharmavaram,14.43,77.72,121874.0,2020,2,3,8,5,12,2,202,53,27,3,55,25,25,1,23,13,8,456
Andhra Pradesh,Rangareddi,Dhobipet,17.4716,78.087,8803.0,2020,0,0,0,0,1,0,13,2,0,0,2,1,0,0,0,0,0,26
Andhra Pradesh,Kurnool,Dhone,15.396,77.872,59272.0,2020,1,1,2,2,9,1,78,17,8,2,18,9,10,0,9,4,4,166
Andhra Pradesh,Adilabad,Dilawarpur,19.0908,78.2275,8657.0,2020,0,0,0,0,0,0,8,2,1,0,3,1,1,0,1,0,0,20
Andhra Pradesh,West Godavari,Dirusumarru,16.4722,81.5295,8645.0,2020,0,0,0,0,0,0,7,2,0,0,2,1,1,0,0,0,0,19
Andhra Pradesh,West Godavari,Doddipatla,16.5167,81.8436,13258.0,2020,0,0,0,0,1,0,16,5,1,0,4,1,2,0,2,1,1,37
Andhra Pradesh,Nizamabad,Domkonda,18.2561,78.4377,13648.0,2020,0,0,0,0,2,0,20,5,1,0,6,3,1,0,1,1,1,49
Andhra Pradesh,Prakasam,Doranala,15.9,79.1,11993.0,2020,0,0,0,0,0,0,12,5,1,0,3,2,1,0,1,0,1,31
Andhra Pradesh,Khammam,Dornakal,17.447,80.151,14425.0,2020,0,0,0,0,2,0,15,6,2,0,4,2,1,0,1,0,0,40
Andhra Pradesh,East Godavari,Dowlaiswaram,16.9556,81.7931,44637.0,2020,0,0,0,2,8,1,65,15,9,0,17,8,7,0,6,2,1,164
Andhra Pradesh,East Godavari,Draksharama,16.7928,82.0635,9299.0,2020,0,0,0,0,0,0,10,2,2,0,2,1,0,0,0,0,0,20
Andhra Pradesh,West Godavari,Dubacherla,16.9116,81.3569,15725.0,2020,0,0,1,0,0,0,22,5,2,0,4,3,1,0,1,1,0,42
Andhra Pradesh,Medak,Dubak,18.1744,78.6667,12349.0,2020,0,0,0,0,0,0,18,6,2,0,5,3,2,0,1,1,0,41
Andhra Pradesh,Guntur,Duggirala,16.3271,80.628,11098.0,2020,0,0,0,0,1,0,17,4,2,0,4,3,1,0,2,1,0,38
Andhra Pradesh,Rangareddi,Dundigal,17.5781,78.4288,13465.0,2020,0,0,0,0,1,0,20,3,1,0,4,3,2,0,2,1,0,38
Andhra Pradesh,Guntur,Durgi,16.4286,79.5406,9480.0,2020,0,0,0,0,1,0,13,3,1,0,1,1,1,0,1,0,0,24
Andhra Pradesh,Nizamabad,Durpalli,18.5967,78.4517,19000.0,2020,0,0,1,0,2,0,24,9,3,0,4,2,3,0,4,0,0,60
Andhra Pradesh,West Godavari,Duvva,16.7792,81.6242,13596.0,2020,0,0,0,0,1,0,15,5,0,0,2,1,3,0,3,0,0,32
Andhra Pradesh,Cuddapah,Duvvuru,14.8333,78.65,12727.0,2020,0,0,0,0,0,0,17,5,1,0,3,1,2,0,3,1,0,34
Andhra Pradesh,Guntur,Edlapadu,16.1007,80.1339,10996.0,2020,0,0,0,0,1,0,14,4,2,0,4,1,1,0,2,0,0,30
Andhra Pradesh,Prakasam,Elchuru,16.0813,79.9269,11070.0,2020,0,0,0,0,2,0,11,5,1,0,3,2,2,0,2,0,0,30
Andhra Pradesh,East Godavari,Elesvaram,17.2833,82.1,32927.0,2020,0,1,0,2,4,1,32,16,4,0,8,7,4,0,6,1,1,93
Andhra Pradesh,Guntur,Ellamanda,16.15,80.03,17336.0,2020,0,0,0,0,2,0,18,8,2,0,5,3,3,0,2,1,0,47
Andhra Pradesh,West Godavari,Ellore,16.7117,81.1031,203780.0,2020,4,7,14,12,36,6,229,108,36,6,54,61,53,2,48,18,15,780
Andhra Pradesh,West Godavari,Elurupadu,16.5167,81.35,9423.0,2020,0,0,0,0,1,0,8,3,0,0,1,1,1,0,1,0,0,20
Andhra Pradesh,Kurnool,Emmiganur,15.7333,77.4833,95149.0,2020,0,3,6,5,15,3,123,24,14,1,28,23,24,0,21,7,8,301
Andhra Pradesh,Guntur,Enamadala,16.2281,80.3306,11897.0,2020,0,0,0,0,2,0,10,3,2,0,3,3,3,0,1,1,0,31
Andhra Pradesh,Anantapur,Enumulapalle,14.1446,77.8166,10709.0,2020,0,0,0,0,1,0,9,4,1,0,1,3,2,0,0,0,0,28
Andhra Pradesh,West Godavari,Ernagudem,16.9989,81.5061,15572.0,2020,0,0,0,0,2,0,15,4,2,0,4,4,3,0,2,1,0,40
Andhra Pradesh,Cuddapah,Erraballa,14.3971,78.1744,9993.0,2020,0,0,0,0,1,0,11,4,2,0,2,2,2,0,1,0,0,30
Andhra Pradesh,Prakasam,Erragondapalem,16.0397,79.3043,20155.0,2020,0,0,0,0,2,1,20,8,3,0,4,4,4,0,2,0,1,57
Andhra Pradesh,Cuddapah,Erraguntla,14.6333,78.5333,32574.0,2020,0,0,1,2,2,1,38,11,5,0,11,6,9,0,5,1,1,104
Andhra Pradesh,Cuddapah,Erraguntlakota,13.9622,79.2768,9966.0,2020,0,0,0,0,1,0,16,2,2,0,3,2,2,0,1,0,0,30
Andhra Pradesh,Prakasam,Erramvaripalem,15.8495,80.3861,40482.0,2020,0,0,1,1,6,1,62,11,8,0,10,10,9,0,8,2,3,141
Andhra Pradesh,Vishakhapatnam,Erravaram,17.5458,82.8433,9754.0,2020,0,0,0,0,1,0,14,2,0,0,2,1,2,0,1,0,0,23
Andhra Pradesh,Mahbubnagar,Farrukhnagar,17.0778,78.2011,45675.0,2020,0,0,2,1,5,1,61,18,5,1,14,14,10,0,8,3,4,153
Andhra Pradesh,Karimnagar,Gadda Madiral,18.7519,79.5133,229644.0,2020,3,5,13,9,26,9,354,74,36,8,77,66,56,2,44,29,18,746
Andhra Pradesh,Mahbubnagar,Gadwal,16.23,77.8,63177.0,2020,0,0,4,3,12,2,95,30,10,1,18,9,8,0,11,7,3,202
Andhra Pradesh,Medak,Gajwel,17.8517,78.6828,24961.0,2020,0,0,1,1,3,0,34,8,2,0,9,3,5,0,3,2,1,83
Andhra Pradesh,Cuddapah,Galivedu,14.0333,78.5,16344.0,2020,0,0,1,0,1,0,12,6,2,0,5,3,2,0,2,1,0,44
Andhra Pradesh,Guntur,Ganapavaram,16.1233,80.1721,21457.0,2020,0,0,0,0,1,0,16,6,4,0,5,5,3,0,3,1,0,52
Andhra Pradesh,Nizamabad,Ganaram,18.5275,78.245,9250.0,2020,0,0,0,0,0,0,8,2,1,0,2,0,2,0,0,0,0,18
Andhra Pradesh,Nizamabad,Gandhari,18.3932,78.1174,11432.0,2020,0,0,0,0,1,0,17,3,2,0,3,1,2,0,0,1,0,37
Andhra Pradesh,Krishna,Gandikunta,16.1693,80.9443,9248.0,2020,0,0,0,0,1,0,10,2,1,0,2,0,0,0,1,1,0,24
Andhra Pradesh,Anantapur,Gandlapenta,14.05,78.3089,9611.0,2020,0,0,0,0,0,0,11,4,1,0,1,2,1,0,2,0,0,26
Andhra Pradesh,Karimnagar,Gangadhar,18.5883,79.011,9543.0,2020,0,0,0,0,1,0,11,3,0,0,2,2,1,0,1,0,0,28
Andhra Pradesh,Srikakulam,Gangammapeta,18.498,83.9642,75017.0,2020,0,2,3,3,11,1,116,20,10,2,21,20,14,0,14,6,4,248
Andhra Pradesh,Nellore,Gangapatnam,14.5237,80.1521,8867.0,2020,0,0,0,0,0,0,13,3,0,0,2,2,1,0,0,0,0,24
Andhra Pradesh,Krishna,Ganguru,16.475,80.7411,9757.0,2020,0,0,0,0,1,0,13,4,0,0,2,3,1,0,1,0,0,24
Andhra Pradesh,Krishna,Gannavaram,16.5333,80.8,20728.0,2020,0,0,0,0,3,0,26,9,1,0,7,5,4,0,3,0,2,74
Andhra Pradesh,Karimnagar,Garsekurti,18.5083,78.9774,8781.0,2020,0,0,0,0,1,0,8,1,1,0,3,2,0,0,1,0,0,18
Andhra Pradesh,Srikakulam,Gatada,18.4144,83.5041,18893.0,2020,0,0,0,0,2,0,23,4,3,0,7,5,3,0,3,1,1,60
Andhra Pradesh,Anantapur,Gaunivaripalle,13.9756,77.8768,10272.0,2020,0,0,0,0,1,0,15,1,1,0,3,1,1,0,0,1,1,28
Andhra Pradesh,Krishna,Gauravaram,17.1,80.6,67521.0,2020,0,1,4,2,10,1,97,20,9,1,18,14,18,0,12,6,6,215
Andhra Pradesh,Guntur,Gavinivaripalem,15.8378,80.4315,14502.0,2020,0,0,0,0,0,0,17,3,2,0,5,2,1,0,2,0,0,37
Andhra Pradesh,Kurnool,Gazulapalle,15.4036,78.6176,8957.0,2020,0,0,0,0,0,0,6,2,0,0,3,1,0,0,2,0,0,20
Andhra Pradesh,Karimnagar,Ghambiraopet,18.3,78.5833,11545.0,2020,0,0,0,0,0,0,9,3,2,0,4,2,0,0,1,1,0,27
Andhra Pradesh,Medak,Ghanpur,17.4989,78.2225,10890.0,2020,0,0,0,0,0,0,10,3,1,0,4,2,1,0,1,0,0,30
Andhra Pradesh,Rangareddi,Ghatkesar,17.4494,78.6853,19763.0,2020,0,0,1,0,1,0,24,5,1,0,7,3,2,0,3,0,1,57
Andhra Pradesh,Chittoor,Ghattu,13.6602,78.3331,10608.0,2020,0,0,0,0,1,0,14,3,0,0,2,1,2,0,0,0,0,27
Andhra Pradesh,Nalgonda,Ghattupal,17.0725,78.9239,9213.0,2020,0,0,0,0,1,0,13,1,1,0,1,0,1,0,1,0,0,24
Andhra Pradesh,Prakasam,Giddalur,15.3764,78.9251,35150.0,2020,0,0,1,1,4,0,45,10,5,0,10,7,6,0,7,3,1,119
Andhra Pradesh,East Godavari,Gokavaram,17.2667,81.85,16389.0,2020,0,0,0,0,0,0,15,5,1,0,5,3,1,0,2,1,1,47
Andhra Pradesh,Nalgonda,Gokinepalle,16.9228,79.7827,10386.0,2020,0,0,0,0,1,0,9,3,1,0,1,2,0,0,0,0,0,18
Andhra Pradesh,Adilabad,Golet,19.239,79.3891,11524.0,2020,0,0,0,0,0,0,15,4,1,0,3,2,1,0,1,0,0,34
Andhra Pradesh,East Godavari,Gollalagunta,17.1672,82.2847,45768.0,2020,0,1,1,1,5,2,54,15,5,1,20,11,11,0,11,3,1,138
Andhra Pradesh,Krishna,Gollapudi,16.5412,80.5784,23555.0,2020,0,0,1,0,3,0,30,9,4,0,9,3,3,0,4,1,0,80
Andhra Pradesh,Warangal,Gondalga,17.8053,79.8944,13576.0,2020,0,0,0,0,1,0,14,4,3,0,3,2,2,0,2,1,1,36
Andhra Pradesh,Kurnool,Gonegandla,15.7167,77.6,16691.0,2020,0,0,0,0,0,0,13,6,2,0,7,3,3,0,2,2,1,42
Andhra Pradesh,Anantapur,Gooty,15.121,77.634,48658.0,2020,1,0,2,2,5,2,40,19,7,0,21,11,9,0,10,5,4,147
Andhra Pradesh,West Godavari,Gopalapuram,17.1007,81.5406,11573.0,2020,0,0,0,0,0,0,11,2,1,0,3,3,2,0,1,0,1,31
Andhra Pradesh,Cuddapah,Gopavaram,14.7841,78.5729,20267.0,2020,0,0,1,0,2,0,22,5,3,0,6,5,5,0,2,0,1,51
Andhra Pradesh,Anantapur,Gorantla,13.9892,77.7703,24586.0,2020,0,0,1,1,3,0,32,7,5,0,9,3,4,0,3,2,1,70
Andhra Pradesh,Kurnool,Govindapalle,15.3525,78.5224,9130.0,2020,0,0,0,0,1,0,12,2,1,0,2,1,1,0,1,0,0,23
Andhra Pradesh,Guntur,Govindapuram,16.1548,80.1027,9106.0,2020,0,0,0,0,1,0,15,3,1,0,2,2,1,0,0,0,0,28
Andhra Pradesh,Anantapur,Gudibanda,13.9753,77.1046,10643.0,2020,0,0,0,0,0,0,14,3,1,0,3,2,1,0,0,0,0,30
Andhra Pradesh,Kurnool,Gudikallu,15.7441,77.476,13481.0,2020,0,0,1,0,0,0,16,3,0,0,4,2,2,0,2,1,1,37
Andhra Pradesh,East Godavari,Gudimulakhandrika,16.382,81.7335,9222.0,2020,0,0,0,0,1,0,11,3,1,0,2,2,2,0,0,0,0,23
Andhra Pradesh,Nellore,Gudipallipadu,14.4588,80.0482,17076.0,2020,0,0,0,0,3,0,20,4,2,0,6,4,4,0,1,1,0,51
Andhra Pradesh,Krishna,Gudivada,16.43,80.99,118167.0,2020,2,3,6,6,20,2,118,43,19,2,45,29,27,0,18,14,6,321
Andhra Pradesh,Krishna,Gudlavalleru,16.35,81.05,10491.0,2020,0,0,0,0,0,0,16,4,2,0,2,2,1,0,2,0,1,31
Andhra Pradesh,Prakasam,Gudluru,15.0667,79.9,8989.0,2020,0,0,0,0,1,0,10,2,0,0,3,1,1,0,1,0,0,19
Andhra Pradesh,Nellore,Gudur,14.1473,79.8477,74037.0,2020,1,2,3,3,11,2,120,34,13,1,34,14,16,0,12,7,6,265
Andhra Pradesh,Kurnool,Guduru,15.775,77.807,26142.0,2020,0,0,1,0,2,0,40,6,5,0,11,7,5,0,3,2,2,80
Andhra Pradesh,Kurnool,Gulyam,15.3598,77.067,9981.0,2020,0,0,0,0,0,0,11,2,2,0,4,2,2,0,0,0,0,29
Andhra Pradesh,Mahbubnagar,Gumduru,16.65,78.48,30091.0,2020,0,0,1,0,2,1,27,9,6,0,10,9,7,0,4,1,0,89
Andhra Pradesh,Karimnagar,Gundi,18.6237,79.0923,9625.0,2020,0,0,0,0,0,0,12,3,1,0,2,3,1,0,0,0,0,24
Andhra Pradesh,Guntur,Gundlapelle,16.4102,79.8813,14546.0,2020,0,0,0,0,0,0,19,4,2,0,3,2,1,0,2,1,0,41
Andhra Pradesh,Chittoor,Gundrajukuppam,13.3406,79.5687,11395.0,2020,0,0,0,0,1,0,14,2,2,0,2,2,1,0,1,1,0,34
Andhra Pradesh,West Godavari,Gundugolanu,16.7833,81.2333,11895.0,2020,0,0,0,0,2,0,9,2,1,0,2,2,1,0,0,1,0,24
Andhra Pradesh,Mahbubnagar,Gundumal,16.8939,77.7112,8734.0,2020,0,0,0,0,0,0,10,1,1,0,1,1,0,0,1,1,0,21
Andhra Pradesh,Anantapur,Gunjapalle,14.3845,77.9495,17376.0,2020,0,0,0,0,0,0,28,5,3,0,4,2,3,0,3,1,1,47
Andhra Pradesh,Anantapur,Guntakal,15.17,77.38,126270.0,2020,2,3,6,5,18,3,183,61,28,2,43,27,35,0,25,13,13,504
Andhra Pradesh,Anantapur,Guntakal Junction,15.1711,77.3624,48658.0,2020,0,0,2,0,7,2,50,18,9,0,14,14,12,0,7,5,3,135
Andhra Pradesh,Cuddapah,Guntapalli,14.7385,79.04,8677.0,2020,0,0,0,0,0,0,11,3,1,0,1,0,2,0,0,0,0,24
Andhra Pradesh,Krishna,Guntupalle,16.568,80.548,11187.0,2020,0,0,0,0,0,0,10,2,1,0,2,2,1,0,1,0,0,26
Andhra Pradesh,Guntur,Guntur,16.3008,80.4428,670073.0,2020,14,15,44,36,86,31,924,200,88,15,228,202,93,7,101,58,50,2116
Andhra Pradesh,Vizianagaram,Gurlapeta,18.1167,83.4167,13078.0,2020,0,0,0,0,1,0,14,5,1,0,5,1,1,0,1,0,1,31
Andhra Pradesh,Chittoor,Gurramkonda,13.7822,78.59,15158.0,2020,0,0,0,0,2,0,23,7,3,0,5,3,2,0,1,0,0,46
Andhra Pradesh,Vellore,Guruvarajukuppam,13.1125,79.5472,12458.0,2020,0,0,0,0,0,0,15,6,1,0,3,2,2,0,0,0,0,33
Andhra Pradesh,Guntur,Guruzala,16.58,79.57,26190.0,2020,0,0,0,1,3,0,27,9,2,0,6,5,3,0,2,1,2,62
Andhra Pradesh,Guntur,Guttikonda,16.43,79.834,8931.0,2020,0,0,0,0,0,0,8,2,0,0,3,2,1,0,1,1,0,21
Andhra Pradesh,East Godavari,Hamsavaram,17.2938,82.4942,8828.0,2020,0,0,0,0,0,0,8,2,1,0,2,2,1,0,2,0,0,22
Andhra Pradesh,Warangal,Hasanparti,18.0681,79.5236,30000.0,2020,0,0,1,1,2,1,42,12,6,0,8,8,5,0,7,1,2,106
Andhra Pradesh,Anantapur,Hemavati,14.0257,76.9933,10670.0,2020,0,0,0,0,1,0,15,3,1,0,4,0,1,0,1,0,0,29
Andhra Pradesh,Anantapur,Hindupur,13.83,77.49,151677.0,2020,3,4,7,7,21,7,222,74,26,5,72,32,32,0,24,17,7,527
Andhra Pradesh,Srikakulam,Hiramandalam,18.6708,83.9505,8756.0,2020,0,0,0,0,0,0,12,3,1,0,2,1,2,0,1,0,0,23
Andhra Pradesh,Anantapur,Hirehaluhosahalli,15.0105,76.836,8996.0,2020,0,0,0,0,0,0,13,4,1,0,2,1,1,0,1,0,0,27
Andhra Pradesh,Kurnool,Hissaramuruvani,15.771,77.4194,13189.0,2020,0,0,0,0,0,0,21,5,2,0,4,1,2,0,0,0,0,37
Andhra Pradesh,Kurnool,Holalagondi,15.4873,77.0464,14593.0,2020,0,0,0,0,1,0,18,5,2,0,4,3,3,0,2,1,1,46
Andhra Pradesh,Mahbubnagar,Honwada,16.8111,77.9199,10981.0,2020,0,0,0,0,1,0,10,3,1,0,4,2,2,0,1,0,1,27
Andhra Pradesh,Kurnool,Hosuru,15.3797,77.4598,8978.0,2020,0,0,0,0,1,0,11,2,0,0,2,0,2,0,1,0,0,21
Andhra Pradesh,Karimnagar,Husnabad,18.1,79.3,29648.0,2020,0,0,1,1,5,1,34,8,3,0,7,4,7,0,5,2,2,74
Andhra Pradesh,Karimnagar,Huzurabad,18.2,79.42,37656.0,2020,0,0,1,2,6,1,56,16,4,1,9,6,5,0,8,3,3,137
Andhra Pradesh,Nalgonda,Huzurnagar,16.9,79.8833,35850.0,2020,0,0,0,1,5,1,37,14,5,1,9,8,6,0,6,3,2,111
Andhra Pradesh,Rangareddi,Ibrahimpatan,17.1017,78.6294,17345.0,2020,0,0,0,0,0,0,17,8,1,0,7,2,3,0,3,0,0,46
Andhra Pradesh,Krishna,Ibrahimpatnam,16.6056,80.3786,29432.0,2020,0,0,1,0,2,1,29,13,4,0,11,7,6,0,7,2,2,97
Andhra Pradesh,Ganjam,Ichchapuram,19.12,84.7,36493.0,2020,0,0,2,0,4,0,43,13,5,0,12,10,8,0,8,4,2,117
Andhra Pradesh,Adilabad,Ichora,19.4333,78.4667,12358.0,2020,0,0,0,0,0,0,11,3,2,0,5,1,1,0,1,1,0,27
Andhra Pradesh,Krishna,Idupugallu,16.4609,80.7543,8764.0,2020,0,0,0,0,0,0,12,3,0,0,3,1,1,0,1,0,0,26
Andhra Pradesh,Guntur,Imani,16.3302,80.658,10714.0,2020,0,0,0,0,0,0,10,3,1,0,3,1,1,0,1,0,1,27
Andhra Pradesh,Nizamabad,Indalvai,18.5403,78.2248,10263.0,2020,0,0,0,0,1,0,9,3,1,0,1,2,1,0,0,1,0,24
Andhra Pradesh,Karimnagar,Indurti,18.2233,79.1355,9816.0,2020,0,0,0,0,1,0,7,3,1,0,3,1,0,0,1,0,0,21
Andhra Pradesh,Warangal,Ingurti,17.6695,79.8003,11522.0,2020,0,0,0,0,1,0,10,4,1,0,4,2,0,0,1,0,1,33
Andhra Pradesh,Prakasam,Inkollu,15.83,80.2,17581.0,2020,0,0,0,1,1,0,19,6,2,0,5,5,3,0,3,2,0,51
Andhra Pradesh,Warangal,Inole,17.8682,79.5545,9461.0,2020,0,0,0,0,1,0,9,3,1,0,3,1,1,0,1,0,0,26
Andhra Pradesh,Warangal,Ippagudem,17.7668,79.3751,9892.0,2020,0,0,0,0,0,0,9,3,2,0,4,2,1,0,1,0,0,29
Andhra Pradesh,Nellore,Iskapalem,14.5416,79.8925,11272.0,2020,0,0,0,0,0,0,8,4,1,0,4,2,2,0,0,0,0,29
Andhra Pradesh,Nellore,Iskapalli,14.7363,80.0981,13852.0,2020,0,0,0,0,0,0,14,4,1,0,3,3,3,0,1,1,1,36
Andhra Pradesh,Rangareddi,Isnapuram,17.5443,78.3486,10000.0,2020,0,0,0,0,1,0,13,3,0,0,3,1,1,0,1,1,0,30
Andhra Pradesh,Prakasam,Itamukkala,15.3731,80.113,9839.0,2020,0,0,0,0,1,0,10,3,0,0,3,1,1,0,2,1,0,27
Andhra Pradesh,Anantapur,Itikalapalle,14.6013,77.6582,9980.0,2020,0,0,0,0,1,0,9,3,1,0,1,0,1,0,2,1,0,26
Andhra Pradesh,West Godavari,Ittikelakunta,16.6797,81.7094,9568.0,2020,0,0,0,0,0,0,10,2,1,0,2,0,1,0,1,1,0,24
Andhra Pradesh,Mahbubnagar,Jadcherla,16.763,78.1443,17958.0,2020,0,0,0,0,1,0,21,6,2,0,6,4,4,0,3,0,0,57
Andhra Pradesh,Karimnagar,Jaffar Khanpet,18.6875,79.5411,9329.0,2020,0,0,0,0,0,0,9,4,0,0,3,2,1,0,1,0,0,24
Andhra Pradesh,East Godavari,Jaggampeta,17.1833,82.05,18879.0,2020,0,0,0,0,2,0,26,8,1,0,7,3,3,0,2,0,0,55
Andhra Pradesh,Krishna,Jaggayyapeta,16.892,80.0976,53530.0,2020,0,0,1,2,10,1,75,24,7,0,18,17,11,0,8,4,3,210
Andhra Pradesh,West Godavari,Jaggisettigudem,17.1167,81.3,48994.0,2020,0,0,2,1,6,1,39,22,9,1,16,14,8,0,8,4,3,134
Andhra Pradesh,Rangareddi,Jagoniguda,17.32,78.52,66982.0,2020,0,1,4,3,7,3,59,20,7,2,26,14,17,0,13,6,3,205
Andhra Pradesh,Karimnagar,Jagtial,18.7895,78.912,9682.0,2020,0,0,0,0,0,0,8,2,1,0,2,2,2,0,1,0,0,23
Andhra Pradesh,Nalgonda,Jajireddigudem,17.3278,79.5711,9223.0,2020,0,0,0,0,1,0,9,2,0,0,2,2,2,0,0,1,0,21
Andhra Pradesh,Kurnool,Jaladurgam,15.284,77.9001,10748.0,2020,0,0,0,0,2,0,8,2,0,0,2,2,1,0,1,1,0,24
Andhra Pradesh,Vizianagaram,Jami,18.05,83.2667,12732.0,2020,0,0,0,0,1,0,16,4,2,0,3,1,1,0,2,0,0,35
Andhra Pradesh,Karimnagar,Jamikunta,18.2864,79.4761,32645.0,2020,0,0,0,1,3,1,44,13,6,0,11,6,5,0,5,1,2,114
Andhra Pradesh,Cuddapah,Jammalamadugu,14.85,78.38,46069.0,2020,0,1,1,1,6,2,37,14,10,0,18,9,7,0,7,3,2,131
Andhra Pradesh,Prakasam,Janakammapeta,15.0125,79.8439,44059.0,2020,0,1,2,0,5,1,50,15,9,0,17,11,10,0,5,5,3,127
Andhra Pradesh,Guntur,Janapadu,16.4617,79.8699,13533.0,2020,0,0,0,0,1,0,16,4,3,0,4,2,3,0,1,0,1,43
Andhra Pradesh,Prakasam,Jandrapeta,15.8246,80.3521,120000.0,2020,1,3,6,7,20,2,104,37,22,2,35,33,31,0,21,9,9,337
Andhra Pradesh,Nellore,Jangalapalle,14.8997,79.8936,10088.0,2020,0,0,0,0,0,0,9,2,0,0,2,2,2,0,0,1,0,25
Andhra Pradesh,Nellore,Jangalapalli,14.4818,79.8906,9000.0,2020,0,0,0,0,0,0,9,2,1,0,2,2,1,0,1,0,0,19
Andhra Pradesh,Rangareddi,Jangamguda,17.6238,78.6251,44562.0,2020,0,1,0,2,7,2,39,21,8,0,16,12,7,0,9,5,3,138
Andhra Pradesh,Warangal,Jangaon,17.7227,79.1518,52394.0,2020,0,1,1,2,7,1,67,19,8,1,17,10,11,0,12,6,3,189
Andhra Pradesh,Warangal,Jangid,18.4475,79.8414,15190.0,2020,0,0,0,0,0,0,13,7,2,0,4,3,1,0,3,1,1,34
Andhra Pradesh,Nizamabad,Jankampet,18.7067,78.0233,10284.0,2020,0,0,0,0,1,0,12,3,1,0,2,2,1,0,2,1,0,29
Andhra Pradesh,East Godavari,Jidigunta,16.9098,81.8553,11570.0,2020,0,0,0,0,0,0,14,2,1,0,5,3,1,0,1,0,0,31
Andhra Pradesh,Vizianagaram,Jiyyammavalasa,18.8186,83.5797,52360.0,2020,1,0,2,0,6,0,48,17,9,1,20,14,9,0,6,4,4,142
Andhra Pradesh,Medak,Jogipet,17.8356,78.0681,22512.0,2020,0,0,1,1,3,0,18,10,4,0,7,6,4,0,2,1,1,58
Andhra Pradesh,Kurnool,Jonnagiri,15.2303,77.5714,8821.0,2020,0,0,0,0,0,0,8,3,0,0,3,1,2,0,0,0,0,19
Andhra Pradesh,Nizamabad,Jukal,18.3689,77.6169,45165.0,2020,0,0,1,1,4,2,67,12,7,1,17,10,9,0,7,5,2,152
Andhra Pradesh,Guntur,Kachavaram,16.5361,79.7187,12928.0,2020,0,0,0,0,1,0,15,2,1,0,5,2,1,0,2,0,0,39
Andhra Pradesh,Kurnool,Kadimetla,15.7376,77.5385,9382.0,2020,0,0,0,0,1,0,9,2,1,0,2,0,2,0,1,0,0,22
